"","schoolcode","choicepgm","schoolname","sssdistrict","ssslong","ssslat","cutoff","quality","size"
"593",21504,"Agriculture","AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034,210,246.3,50
"594",21504,"Business","AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034,207,249.98,100
"595",21504,"General Arts","AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034,203,244.778523489933,149
"596",21504,"Home Economics","AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034,199,231.12,50
"597",21504,"Technical","AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034,249,268.5,4
"598",21505,"Agriculture","AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034,199,239.673684210526,95
"599",21505,"Home Economics","AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034,206,235.47619047619,42
"600",21505,"Technical","AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034,207,239.877777777778,90
"601",21505,"Visual Arts","AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034,204,240.216216216216,74
"602",21601,"Agriculture","S.D.A. SENIOR HIGH SCHOOL, AKIM SEKYERE","Atiwa (Kwabeng)",-0.675171911716461,6.32678174972534,216,257.233333333333,30
"603",21601,"Business","S.D.A. SENIOR HIGH SCHOOL, AKIM SEKYERE","Atiwa (Kwabeng)",-0.675171911716461,6.32678174972534,213,263.684210526316,57
"604",21601,"General Arts","S.D.A. SENIOR HIGH SCHOOL, AKIM SEKYERE","Atiwa (Kwabeng)",-0.675171911716461,6.32678174972534,210,261.848739495798,119
"605",30101,"Agriculture","ST. AUGUSTINE'S COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,356,375.925,40
"606",30101,"Business","ST. AUGUSTINE'S COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,378,400.441666666667,120
"607",30101,"General Arts","ST. AUGUSTINE'S COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,376,392.375,80
"608",30101,"General Science","ST. AUGUSTINE'S COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,374,400.11875,160
"609",30102,"Business","ADISADEL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,369,392.075,120
"610",30102,"General Arts","ADISADEL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,361,386.316666666667,120
"611",30102,"General Science","ADISADEL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,376,400.158333333333,120
"612",30102,"Visual Arts","ADISADEL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,362,380.625,40
"613",30103,"Business","HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,412,428,40
"614",30103,"General Arts","HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,411,424.042857142857,70
"615",30103,"General Science","HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,417,429.628571428571,70
"616",30103,"Home Economics","HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,400,409.45,20
"617",30103,"Visual Arts","HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,393,405.2,20
"618",30104,"General Arts","MFANTSIPIM SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,373,399.321428571429,140
"619",30104,"General Science","MFANTSIPIM SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,406,424.243243243243,185
"620",30104,"Technical","MFANTSIPIM SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,376,396.933333333333,45
"621",30104,"Visual Arts","MFANTSIPIM SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,392,410.033333333333,30
"622",30105,"Agriculture","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,290,315,29
"623",30105,"Business","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,317,340.389830508475,59
"624",30105,"General Arts","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,334,351.118644067797,59
"625",30105,"General Science","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,321,343.673469387755,49
"626",30105,"Home Economics","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,292,313.708333333333,48
"627",30105,"Visual Arts","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,300,320.22,50
"628",30106,"Business","GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,368,384.731092436975,119
"629",30106,"General Arts","GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,374,387.296610169492,118
"630",30106,"General Science","GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,373,387.20253164557,79
"631",30106,"Home Economics","GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,350,367.820512820513,39
"632",30106,"Visual Arts","GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,359,372.538461538462,39
"633",30107,"Business","WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,424,434.533333333333,45
"634",30107,"General Arts","WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,417,429.04,125
"635",30107,"General Science","WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,433,444.976923076923,130
"636",30107,"Home Economics","WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,403,416.8,40
"637",30107,"Visual Arts","WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,394,411.725,40
"638",30108,"Agriculture","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,202,248.725,40
"639",30108,"Business","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,210,261.4,80
"640",30108,"General Arts","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,234,270.670886075949,79
"641",30108,"Home Economics","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,214,240.74358974359,39
"642",30108,"Technical","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,261,285.55,40
"643",30108,"Visual Arts","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,325,325,1
"644",30109,"Business","ACADEMY OF CHRIST THE KING, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,262,293.628571428571,70
"645",30109,"General Arts","ACADEMY OF CHRIST THE KING, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,280,305.277777777778,108
"646",30109,"Home Economics","ACADEMY OF CHRIST THE KING, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,283,299.518518518519,27
"647",30109,"Visual Arts","ACADEMY OF CHRIST THE KING, CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,261,285.72972972973,37
"648",30110,"Business","EFFUTU SENIOR HIGH/TECH., CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,202,258.375,80
"649",30110,"General Arts","EFFUTU SENIOR HIGH/TECH., CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,240,263.744444444444,90
"650",30110,"Home Economics","EFFUTU SENIOR HIGH/TECH., CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,244,260.44,25
"651",30110,"Technical","EFFUTU SENIOR HIGH/TECH., CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,218,255.375,40
"652",30110,"Visual Arts","EFFUTU SENIOR HIGH/TECH., CAPE COAST","Cape Coast Municipal",-1.3065938949585,5.15365600585938,224,245.825,40
"653",30201,"Business","EDINAMAN SENIOR HIGH. SCHOOL, ELMINA","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,269,294.98,50
"654",30201,"General Arts","EDINAMAN SENIOR HIGH. SCHOOL, ELMINA","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,266,293.85,100
"655",30201,"General Science","EDINAMAN SENIOR HIGH. SCHOOL, ELMINA","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,271,302.74,50
"656",30201,"Home Economics","EDINAMAN SENIOR HIGH. SCHOOL, ELMINA","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,247,271.34,50
"657",30201,"Visual Arts","EDINAMAN SENIOR HIGH. SCHOOL, ELMINA","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,230,257,50
"658",30202,"Agriculture","EGUAFO-ABREM SENIOR SENIOR HIGH. SCH., AGONA ABIREM","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,213,241.862068965517,29
"659",30202,"Business","EGUAFO-ABREM SENIOR SENIOR HIGH. SCH., AGONA ABIREM","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,215,244.555555555556,36
"660",30202,"General Arts","EGUAFO-ABREM SENIOR SENIOR HIGH. SCH., AGONA ABIREM","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,210,238.336363636364,110
"661",30203,"Agriculture","KOMENDA SENIOR HIGH./TECH. SCHOOL, KOMENDA","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,216,256.057142857143,35
"662",30203,"Business","KOMENDA SENIOR HIGH./TECH. SCHOOL, KOMENDA","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,223,247.625,40
"663",30203,"Home Economics","KOMENDA SENIOR HIGH./TECH. SCHOOL, KOMENDA","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,210,241.74358974359,39
"664",30203,"Technical","KOMENDA SENIOR HIGH./TECH. SCHOOL, KOMENDA","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,207,243.235294117647,34
"665",30203,"Visual Arts","KOMENDA SENIOR HIGH./TECH. SCHOOL, KOMENDA","Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685,204,236.2,30
"666",30301,"Agriculture","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,332,365.975,40
"667",30301,"Business","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,378,394.865168539326,89
"668",30301,"General Arts","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,388,401.795454545455,88
"669",30301,"General Science","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,385,406.077777777778,90
"670",30301,"Home Economics","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,342,363,90
"671",30301,"Visual Arts","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,315,354.877777777778,90
"672",30302,"Business","EKUMFI T.I. AHMADIYYA SENIOR HIGH. SCH, ESAKYIR","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,210,251.627906976744,43
"673",30302,"General Arts","EKUMFI T.I. AHMADIYYA SENIOR HIGH. SCH, ESAKYIR","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,251,281.6375,80
"674",30302,"General Science","EKUMFI T.I. AHMADIYYA SENIOR HIGH. SCH, ESAKYIR","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,232,258.533333333333,15
"675",30302,"Home Economics","EKUMFI T.I. AHMADIYYA SENIOR HIGH. SCH, ESAKYIR","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,242,262.32,25
"676",30302,"Technical","EKUMFI T.I. AHMADIYYA SENIOR HIGH. SCH, ESAKYIR","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,245,276.6,25
"677",30303,"Agriculture","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,246,267.65306122449,49
"678",30303,"Business","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,253,272.34,50
"679",30303,"General Arts","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,256,282.4,100
"680",30303,"Home Economics","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,238,262.612244897959,49
"681",30303,"Technical","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,243,278.32,50
"682",30303,"Visual Arts","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,231,261.58,50
"683",30304,"Business","METHODIST HIGH SCHOOL, SALTPOND","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,280,303.383838383838,99
"684",30304,"General Arts","METHODIST HIGH SCHOOL, SALTPOND","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,293,316.63,100
"685",30304,"Home Economics","METHODIST HIGH SCHOOL, SALTPOND","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,272,292.24,50
"686",30304,"Visual Arts","METHODIST HIGH SCHOOL, SALTPOND","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,257,280.18,50
"687",30305,"Business","KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,206,256.688888888889,90
"688",30305,"General Arts","KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,242,271.966666666667,90
"689",30305,"Home Economics","KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,207,240.755555555556,45
"690",30305,"Technical","KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,208,238.36,25
"691",30305,"Visual Arts","KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718,207,241.711111111111,45
"692",30401,"Agriculture","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,335,350.75,40
"693",30401,"Business","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,353,369.084967320261,153
"694",30401,"General Arts","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,360,373.089655172414,145
"695",30401,"General Science","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,363,378.430379746835,79
"696",30401,"Home Economics","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,342,358.282051282051,39
"697",30401,"Visual Arts","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,344,357.975,40
"698",30402,"Agriculture","ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,220,220,1
"699",30402,"Business","ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,207,255.473333333333,150
"700",30402,"General Arts","ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,207,247.42,250
"701",30402,"Home Economics","ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,192,246.8359375,128
"702",30402,"Visual Arts","ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,312,312,1
"703",30403,"Agriculture","ABAKRAMPA SENIOR HIGH TECHNICAL","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,219,241.933333333333,15
"704",30403,"Business","ABAKRAMPA SENIOR HIGH TECHNICAL","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,227,233,2
"705",30403,"General Arts","ABAKRAMPA SENIOR HIGH TECHNICAL","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,208,245.210526315789,38
"706",30403,"Home Economics","ABAKRAMPA SENIOR HIGH TECHNICAL","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808,215,248.375,8
"707",30501,"Business","APAM SENIOR HIGH SCHOOL, APAM","Gomoa (Apam)",-0.723635494709015,5.40456104278564,335,354.22,150
"708",30501,"General Arts","APAM SENIOR HIGH SCHOOL, APAM","Gomoa (Apam)",-0.723635494709015,5.40456104278564,344,356.804054054054,148
"709",30501,"General Science","APAM SENIOR HIGH SCHOOL, APAM","Gomoa (Apam)",-0.723635494709015,5.40456104278564,344,359.86,50
"710",30501,"Home Economics","APAM SENIOR HIGH SCHOOL, APAM","Gomoa (Apam)",-0.723635494709015,5.40456104278564,324,338.58,50
"711",30501,"Visual Arts","APAM SENIOR HIGH SCHOOL, APAM","Gomoa (Apam)",-0.723635494709015,5.40456104278564,328,342.9,50
"712",30502,"Business","POTSIN T.I. AHMADIYYA SENIOR HIGH SCHOOL, POTSIN","Gomoa (Apam)",-0.723635494709015,5.40456104278564,278,302.868686868687,99
"713",30502,"General Arts","POTSIN T.I. AHMADIYYA SENIOR HIGH SCHOOL, POTSIN","Gomoa (Apam)",-0.723635494709015,5.40456104278564,289,310.060606060606,99
"714",30502,"General Science","POTSIN T.I. AHMADIYYA SENIOR HIGH SCHOOL, POTSIN","Gomoa (Apam)",-0.723635494709015,5.40456104278564,299,318.25,20
"715",30502,"Home Economics","POTSIN T.I. AHMADIYYA SENIOR HIGH SCHOOL, POTSIN","Gomoa (Apam)",-0.723635494709015,5.40456104278564,273,294.25,40
"716",30502,"Technical","POTSIN T.I. AHMADIYYA SENIOR HIGH SCHOOL, POTSIN","Gomoa (Apam)",-0.723635494709015,5.40456104278564,273,295.789473684211,19
"717",30502,"Visual Arts","POTSIN T.I. AHMADIYYA SENIOR HIGH SCHOOL, POTSIN","Gomoa (Apam)",-0.723635494709015,5.40456104278564,277,295.933333333333,30
"718",30503,"Agriculture","GOMOA SENIOR HIGH./TECH. SCHOOL, DAWURAMPON","Gomoa (Apam)",-0.723635494709015,5.40456104278564,203,236.6625,80
"719",30503,"Business","GOMOA SENIOR HIGH./TECH. SCHOOL, DAWURAMPON","Gomoa (Apam)",-0.723635494709015,5.40456104278564,240,260.5,2
"720",30503,"General Arts","GOMOA SENIOR HIGH./TECH. SCHOOL, DAWURAMPON","Gomoa (Apam)",-0.723635494709015,5.40456104278564,226,251.57,100
"721",30503,"Home Economics","GOMOA SENIOR HIGH./TECH. SCHOOL, DAWURAMPON","Gomoa (Apam)",-0.723635494709015,5.40456104278564,223,239.846153846154,39
"722",30503,"Technical","GOMOA SENIOR HIGH./TECH. SCHOOL, DAWURAMPON","Gomoa (Apam)",-0.723635494709015,5.40456104278564,236,253.925,40
"723",30504,"Agriculture","MOZANO SENIOR HIGH. SCHOOL, MOZANO","Gomoa (Apam)",-0.723635494709015,5.40456104278564,267,288.75,40
"724",30504,"Business","MOZANO SENIOR HIGH. SCHOOL, MOZANO","Gomoa (Apam)",-0.723635494709015,5.40456104278564,242,269.06711409396,149
"725",30504,"General Arts","MOZANO SENIOR HIGH. SCHOOL, MOZANO","Gomoa (Apam)",-0.723635494709015,5.40456104278564,253,275.318181818182,154
"726",30504,"Home Economics","MOZANO SENIOR HIGH. SCHOOL, MOZANO","Gomoa (Apam)",-0.723635494709015,5.40456104278564,262,279,26
"727",30601,"Agriculture","WINNEBA SENIOR HIGH SCHOOL, WINNEBA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,330,348.128205128205,39
"728",30601,"Business","WINNEBA SENIOR HIGH SCHOOL, WINNEBA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,351,363.0875,80
"729",30601,"General Arts","WINNEBA SENIOR HIGH SCHOOL, WINNEBA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,356,368.341772151899,79
"730",30601,"General Science","WINNEBA SENIOR HIGH SCHOOL, WINNEBA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,342,360.641025641026,78
"731",30601,"Home Economics","WINNEBA SENIOR HIGH SCHOOL, WINNEBA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,330,345.461538461538,39
"732",30601,"Visual Arts","WINNEBA SENIOR HIGH SCHOOL, WINNEBA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,334,354.45,40
"733",30602,"Agriculture","SENYA SENIOR HIGH SCHOOL, SENYA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,233,258.52,50
"734",30602,"Business","SENYA SENIOR HIGH SCHOOL, SENYA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,276,300.05,20
"735",30602,"General Arts","SENYA SENIOR HIGH SCHOOL, SENYA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,233,235.5,2
"736",30602,"Home Economics","SENYA SENIOR HIGH SCHOOL, SENYA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,234,253.48,50
"737",30602,"Visual Arts","SENYA SENIOR HIGH SCHOOL, SENYA","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,236,236,1
"738",30603,"Agriculture","OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,238,266.953846153846,65
"739",30603,"Business","OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,248,271.415384615385,65
"740",30603,"Home Economics","OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,248,267.6,40
"741",30603,"Technical","OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,239,260.769230769231,65
"742",30603,"Visual Arts","OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346,254,276,35
"743",30701,"Agriculture","MANDO SENIOR HIGH./TECH. SCHOOL, MANDO","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865,260,260,1
"744",30701,"Business","MANDO SENIOR HIGH./TECH. SCHOOL, MANDO","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865,241,265.878787878788,99
"745",30701,"General Arts","MANDO SENIOR HIGH./TECH. SCHOOL, MANDO","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865,268,287.886597938144,97
"746",30701,"Home Economics","MANDO SENIOR HIGH./TECH. SCHOOL, MANDO","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865,251,267.028571428571,35
"747",30701,"Technical","MANDO SENIOR HIGH./TECH. SCHOOL, MANDO","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865,256,276.8,35
"748",30702,"Business","BESEASE SENIOR HIGH. COMM. SCHOOL, BESEASE","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865,236,260.01,100
"749",30702,"General Arts","BESEASE SENIOR HIGH. COMM. SCHOOL, BESEASE","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865,241,263.770833333333,144
"750",30702,"General Science","BESEASE SENIOR HIGH. COMM. SCHOOL, BESEASE","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865,232,265.48,25
"751",30702,"Home Economics","BESEASE SENIOR HIGH. COMM. SCHOOL, BESEASE","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865,236,253.5,30
"752",30703,"Agriculture","ENYAN DENKYIRA SENIOR HIGH./TECH SCH., DENKYIRA","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865,206,236.3,40
"753",30703,"Business","ENYAN DENKYIRA SENIOR HIGH./TECH SCH., DENKYIRA","Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865,209,240.125,48
